Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity,Cluster
2016.0,feb,2/1/2016,4,1,4,11,0.0,2
2016.0,feb,2/1/2016,4,2,4,11,0.0,2
2016.0,feb,2/1/2016,4,9,3,9,0.0,2
2016.0,feb,2/1/2016,4,13,4,11,0.0,2
2016.0,feb,2/1/2016,4,26,4,11,1.0,2
2016.0,feb,2/1/2016,4,33,4,11,0.0,2
2016.0,feb,2/1/2016,4,31,0,0,0.0,1
2016.0,feb,2/1/2016,4,32,0,0,0.0,1
2016.0,feb,2/1/2016,4,38,0,0,0.0,1
2016.0,feb,2/1/2016,4,39,2,8,0.0,0
2016.0,feb,2/1/2016,4,40,2,7,0.0,0
2016.0,feb,2/1/2016,4,42,4,11,0.0,0
2016.0,feb,2/1/2016,4,58,1,2,0.0,1
2016.0,feb,2/1/2016,4,59,1,5,32.0,1
2016.0,feb,2/1/2016,4,63,4,11,0.0,0
2016.0,feb,2/1/2016,4,65,4,11,0.0,0
2016.0,feb,2/1/2016,4,66,4,11,0.0,0
2016.0,feb,2/1/2016,6,0,4,11,0.0,2
2016.0,feb,2/1/2016,6,1,4,11,1.0,2
2016.0,feb,2/1/2016,6,2,4,11,0.0,2
2016.0,feb,2/1/2016,6,5,4,11,0.0,2
2016.0,feb,2/1/2016,6,9,3,9,0.0,2
2016.0,feb,2/1/2016,6,13,4,11,0.0,2
2016.0,feb,2/1/2016,6,15,4,11,0.0,2
2016.0,feb,2/1/2016,6,19,4,11,0.0,2
2016.0,feb,2/1/2016,6,20,3,10,0.0,2
2016.0,feb,2/1/2016,6,22,4,11,0.0,2
2016.0,feb,2/1/2016,6,26,4,11,1.0,2
2016.0,feb,2/1/2016,6,27,4,11,0.0,2
2016.0,feb,2/1/2016,6,33,4,11,0.0,2
2016.0,feb,2/1/2016,6,31,0,0,3.0,1
2016.0,feb,2/1/2016,6,36,4,11,0.0,0
2016.0,feb,2/1/2016,6,38,0,0,0.0,1
2016.0,feb,2/1/2016,6,39,2,8,0.0,0
2016.0,feb,2/1/2016,6,40,2,7,0.0,0
2016.0,feb,2/1/2016,6,46,3,9,0.0,0
2016.0,feb,2/1/2016,6,47,3,9,0.0,0
2016.0,feb,2/1/2016,6,51,4,11,0.0,0
2016.0,feb,2/1/2016,6,58,1,2,0.0,1
2016.0,feb,2/1/2016,6,59,1,5,0.0,1
2016.0,feb,2/1/2016,6,63,4,11,0.0,0
2016.0,feb,2/1/2016,6,65,4,11,0.0,0
2016.0,feb,2/1/2016,6,66,4,11,0.0,0
2016.0,feb,2/1/2016,6,67,4,11,0.0,0
2016.0,feb,2/1/2016,6,69,4,11,0.0,0
2016.0,feb,2/1/2016,6,71,4,11,0.0,0
2016.0,feb,2/1/2016,5,1,4,11,0.0,2
2016.0,feb,2/1/2016,5,2,4,11,0.0,2
2016.0,feb,2/1/2016,5,9,3,9,0.0,2
2016.0,feb,2/1/2016,5,20,3,10,0.0,2
2016.0,feb,2/1/2016,5,26,4,11,0.0,2
2016.0,feb,2/1/2016,5,31,0,0,0.0,1
2016.0,feb,2/1/2016,5,38,0,0,0.0,1
2016.0,feb,2/1/2016,5,39,2,8,0.0,0
2016.0,feb,2/1/2016,5,40,2,7,0.0,0
2016.0,feb,2/1/2016,5,58,1,2,0.0,1
2016.0,feb,2/1/2016,5,59,1,5,0.0,1
2016.0,feb,2/1/2016,7,1,4,11,0.0,2
2016.0,feb,2/1/2016,7,2,4,11,0.0,2
2016.0,feb,2/1/2016,7,5,4,11,0.0,2
2016.0,feb,2/1/2016,7,9,3,9,0.0,2
2016.0,feb,2/1/2016,7,15,4,11,0.0,2
2016.0,feb,2/1/2016,7,21,4,11,0.0,2
2016.0,feb,2/1/2016,7,26,4,11,0.0,2
2016.0,feb,2/1/2016,7,33,4,11,0.0,2
2016.0,feb,2/1/2016,7,31,0,0,0.0,1
2016.0,feb,2/1/2016,7,40,2,7,0.0,0
2016.0,feb,2/1/2016,7,46,3,9,0.0,0
2016.0,feb,2/1/2016,7,59,1,5,0.0,1
2016.0,feb,2/1/2016,7,60,1,4,0.0,1
2016.0,feb,2/1/2016,8,0,4,11,1.0,2
2016.0,feb,2/1/2016,8,1,4,11,0.0,2
2016.0,feb,2/1/2016,8,2,4,11,0.0,2
2016.0,feb,2/1/2016,8,9,3,9,0.0,2
2016.0,feb,2/1/2016,8,18,1,6,1380.0,1
2016.0,feb,2/1/2016,8,26,4,11,0.0,2
2016.0,feb,2/1/2016,8,33,4,11,0.0,2
2016.0,feb,2/1/2016,8,31,0,0,0.0,1
2016.0,feb,2/1/2016,8,32,0,0,0.0,1
2016.0,feb,2/1/2016,8,38,0,0,0.0,1
2016.0,feb,2/1/2016,8,39,2,8,0.0,0
2016.0,feb,2/1/2016,8,40,2,7,7.0,0
2016.0,feb,2/1/2016,8,58,1,2,0.0,1
2016.0,feb,2/1/2016,8,59,1,5,0.0,1
2016.0,feb,2/1/2016,9,1,4,11,0.0,2
2016.0,feb,2/1/2016,9,2,4,11,0.0,2
2016.0,feb,2/1/2016,9,9,3,9,0.0,2
2016.0,feb,2/1/2016,9,13,4,11,0.0,2
2016.0,feb,2/1/2016,9,15,4,11,0.0,2
2016.0,feb,2/1/2016,9,26,4,11,0.0,2
2016.0,feb,2/1/2016,9,28,4,11,0.0,2
2016.0,feb,2/1/2016,9,33,4,11,0.0,2
2016.0,feb,2/1/2016,9,31,0,0,0.0,1
2016.0,feb,2/1/2016,9,38,0,0,0.0,1
2016.0,feb,2/1/2016,9,39,2,8,0.0,0
2016.0,feb,2/1/2016,9,40,2,7,0.0,0
2016.0,feb,2/1/2016,9,42,4,11,0.0,0
2016.0,feb,2/1/2016,9,43,0,1,0.0,1
2016.0,feb,2/1/2016,9,59,1,5,0.0,1
2016.0,feb,2/1/2016,9,66,4,11,0.0,0
2016.0,feb,2/1/2016,10,0,4,11,0.0,2
2016.0,feb,2/1/2016,10,1,4,11,1.0,2
2016.0,feb,2/1/2016,10,2,4,11,0.0,2
2016.0,feb,2/1/2016,10,3,4,11,0.0,2
2016.0,feb,2/1/2016,10,9,3,9,0.0,2
2016.0,feb,2/1/2016,10,13,4,11,0.0,2
2016.0,feb,2/1/2016,10,15,4,11,0.0,2
2016.0,feb,2/1/2016,10,19,4,11,0.0,2
2016.0,feb,2/1/2016,10,21,4,11,0.0,2
2016.0,feb,2/1/2016,10,22,4,11,0.0,2
2016.0,feb,2/1/2016,10,24,4,11,0.0,2
2016.0,feb,2/1/2016,10,25,4,11,8.0,2
2016.0,feb,2/1/2016,10,26,4,11,0.0,2
2016.0,feb,2/1/2016,10,27,4,11,0.0,2
2016.0,feb,2/1/2016,10,28,4,11,0.0,2
2016.0,feb,2/1/2016,10,33,4,11,0.0,2
2016.0,feb,2/1/2016,10,31,0,0,0.0,1
2016.0,feb,2/1/2016,10,32,0,0,0.0,1
2016.0,feb,2/1/2016,10,35,4,11,0.0,0
2016.0,feb,2/1/2016,10,38,0,0,4.0,1
2016.0,feb,2/1/2016,10,39,2,8,0.0,0
2016.0,feb,2/1/2016,10,40,2,7,0.0,0
2016.0,feb,2/1/2016,10,43,0,1,0.0,1
2016.0,feb,2/1/2016,10,46,3,9,0.0,0
2016.0,feb,2/1/2016,10,50,4,11,0.0,0
2016.0,feb,2/1/2016,10,55,4,11,0.0,0
2016.0,feb,2/1/2016,10,58,1,2,0.0,1
2016.0,feb,2/1/2016,10,59,1,5,2.0,1
2016.0,feb,2/1/2016,10,60,1,4,0.0,1
2016.0,feb,2/1/2016,10,63,4,11,0.0,0
2016.0,feb,2/1/2016,10,65,4,11,1.0,0
2016.0,feb,2/1/2016,10,66,4,11,0.0,0
2016.0,feb,2/1/2016,10,69,4,11,0.0,0
2016.0,feb,2/1/2016,10,71,4,11,0.0,0
2016.0,feb,2/1/2016,12,0,4,11,0.0,2
2016.0,feb,2/1/2016,12,1,4,11,0.0,2
2016.0,feb,2/1/2016,12,2,4,11,0.0,2
2016.0,feb,2/1/2016,12,9,3,9,0.0,2
2016.0,feb,2/1/2016,12,13,4,11,0.0,2
2016.0,feb,2/1/2016,12,19,4,11,0.0,2
2016.0,feb,2/1/2016,12,20,3,10,0.0,2
2016.0,feb,2/1/2016,12,22,4,11,0.0,2
2016.0,feb,2/1/2016,12,26,4,11,0.0,2
2016.0,feb,2/1/2016,12,33,4,11,0.0,2
2016.0,feb,2/1/2016,12,31,0,0,1.0,1
2016.0,feb,2/1/2016,12,32,0,0,0.0,1
2016.0,feb,2/1/2016,12,38,0,0,0.0,1
2016.0,feb,2/1/2016,12,39,2,8,0.0,0
2016.0,feb,2/1/2016,12,40,2,7,0.0,0
2016.0,feb,2/1/2016,12,43,0,1,0.0,1
2016.0,feb,2/1/2016,12,46,3,9,0.0,0
2016.0,feb,2/1/2016,12,47,3,9,0.0,0
2016.0,feb,2/1/2016,12,50,4,11,0.0,0
2016.0,feb,2/1/2016,12,51,4,11,0.0,0
2016.0,feb,2/1/2016,12,54,4,11,0.0,0
2016.0,feb,2/1/2016,12,58,1,2,0.0,1
2016.0,feb,2/1/2016,12,59,1,5,0.0,1
2016.0,feb,2/1/2016,12,63,4,11,0.0,0
2016.0,feb,2/1/2016,12,71,4,11,0.0,0
2016.0,feb,2/1/2016,11,0,4,11,0.0,2
2016.0,feb,2/1/2016,11,1,4,11,3.0,2
2016.0,feb,2/1/2016,11,2,4,11,0.0,2
2016.0,feb,2/1/2016,11,9,3,9,0.0,2
2016.0,feb,2/1/2016,11,11,4,11,0.0,2
2016.0,feb,2/1/2016,11,15,4,11,0.0,2
2016.0,feb,2/1/2016,11,19,4,11,0.0,2
2016.0,feb,2/1/2016,11,20,3,10,0.0,2
2016.0,feb,2/1/2016,11,18,1,6,40.0,1
2016.0,feb,2/1/2016,11,21,4,11,0.0,2
2016.0,feb,2/1/2016,11,22,4,11,0.0,2
2016.0,feb,2/1/2016,11,25,4,11,0.0,2
2016.0,feb,2/1/2016,11,26,4,11,0.0,2
2016.0,feb,2/1/2016,11,27,4,11,1.0,2
2016.0,feb,2/1/2016,11,33,4,11,0.0,2
2016.0,feb,2/1/2016,11,31,0,0,7.0,1
2016.0,feb,2/1/2016,11,32,0,0,0.0,1
2016.0,feb,2/1/2016,11,36,4,11,0.0,0
2016.0,feb,2/1/2016,11,38,0,0,1.0,1
2016.0,feb,2/1/2016,11,39,2,8,0.0,0
2016.0,feb,2/1/2016,11,40,2,7,2.0,0
2016.0,feb,2/1/2016,11,43,0,1,0.0,1
2016.0,feb,2/1/2016,11,51,4,11,0.0,0
2016.0,feb,2/1/2016,11,54,4,11,0.0,0
2016.0,feb,2/1/2016,11,58,1,2,0.0,1
2016.0,feb,2/1/2016,11,59,1,5,1.0,1
2016.0,feb,2/1/2016,11,63,4,11,0.0,0
2016.0,feb,2/1/2016,14,0,4,11,0.0,2
2016.0,feb,2/1/2016,14,1,4,11,0.0,2
2016.0,feb,2/1/2016,14,2,4,11,0.0,2
2016.0,feb,2/1/2016,14,9,3,9,0.0,2
2016.0,feb,2/1/2016,14,14,4,11,0.0,2
2016.0,feb,2/1/2016,14,21,4,11,0.0,2
2016.0,feb,2/1/2016,14,26,4,11,0.0,2
2016.0,feb,2/1/2016,14,33,4,11,0.0,2
2016.0,feb,2/1/2016,14,31,0,0,0.0,1
2016.0,feb,2/1/2016,14,32,0,0,0.0,1
2016.0,feb,2/1/2016,14,38,0,0,0.0,1
2016.0,feb,2/1/2016,14,39,2,8,0.0,0
2016.0,feb,2/1/2016,14,40,2,7,0.0,0
2016.0,feb,2/1/2016,14,58,1,2,0.0,1
2016.0,feb,2/1/2016,14,59,1,5,36.0,1
2016.0,feb,2/1/2016,14,63,4,11,0.0,0
2016.0,feb,2/1/2016,14,64,4,11,0.0,0
2016.0,feb,2/1/2016,14,66,4,11,0.0,0
2016.0,feb,2/1/2016,15,0,4,11,0.0,2
2016.0,feb,2/1/2016,15,1,4,11,0.0,2
2016.0,feb,2/1/2016,15,2,4,11,0.0,2
2016.0,feb,2/1/2016,15,5,4,11,0.0,2
2016.0,feb,2/1/2016,15,9,3,9,0.0,2
2016.0,feb,2/1/2016,15,11,4,11,0.0,2
2016.0,feb,2/1/2016,15,12,4,11,0.0,2
2016.0,feb,2/1/2016,15,13,4,11,0.0,2
2016.0,feb,2/1/2016,15,14,4,11,0.0,2
2016.0,feb,2/1/2016,15,15,4,11,0.0,2
2016.0,feb,2/1/2016,15,16,4,11,0.0,2
2016.0,feb,2/1/2016,15,19,4,11,0.0,2
2016.0,feb,2/1/2016,15,20,3,10,0.0,2
2016.0,feb,2/1/2016,15,17,1,3,0.0,1
2016.0,feb,2/1/2016,15,21,4,11,0.0,2
2016.0,feb,2/1/2016,15,22,4,11,0.0,2
2016.0,feb,2/1/2016,15,25,4,11,0.0,2
2016.0,feb,2/1/2016,15,26,4,11,0.0,2
2016.0,feb,2/1/2016,15,27,4,11,0.0,2
2016.0,feb,2/1/2016,15,33,4,11,0.0,2
2016.0,feb,2/1/2016,15,31,0,0,9.0,1
2016.0,feb,2/1/2016,15,32,0,0,0.0,1
2016.0,feb,2/1/2016,15,38,0,0,0.0,1
2016.0,feb,2/1/2016,15,39,2,8,1.0,0
2016.0,feb,2/1/2016,15,40,2,7,24.0,0
2016.0,feb,2/1/2016,15,43,0,1,0.0,1
2016.0,feb,2/1/2016,15,45,0,0,0.0,1
2016.0,feb,2/1/2016,15,46,3,9,0.0,0
2016.0,feb,2/1/2016,15,47,3,9,0.0,0
2016.0,feb,2/1/2016,15,48,4,11,0.0,0
2016.0,feb,2/1/2016,15,49,4,11,0.0,0
2016.0,feb,2/1/2016,15,50,4,11,0.0,0
2016.0,feb,2/1/2016,15,51,4,11,0.0,0
2016.0,feb,2/1/2016,15,58,1,2,0.0,1
2016.0,feb,2/1/2016,15,59,1,5,9.0,1
2016.0,feb,2/1/2016,15,60,1,4,0.0,1
2016.0,feb,2/1/2016,15,63,4,11,0.0,0
2016.0,feb,2/1/2016,15,64,4,11,0.0,0
2016.0,feb,2/1/2016,15,65,4,11,1.0,0
2016.0,feb,2/1/2016,15,66,4,11,0.0,0
2016.0,feb,2/1/2016,15,67,4,11,0.0,0
2016.0,feb,2/1/2016,15,69,4,11,0.0,0
2016.0,feb,2/1/2016,15,70,4,11,0.0,0
2016.0,feb,2/1/2016,15,71,4,11,0.0,0
2016.0,feb,2/1/2016,16,0,4,11,0.0,2
2016.0,feb,2/1/2016,16,1,4,11,0.0,2
2016.0,feb,2/1/2016,16,2,4,11,0.0,2
2016.0,feb,2/1/2016,16,5,4,11,0.0,2
2016.0,feb,2/1/2016,16,7,4,11,0.0,2
2016.0,feb,2/1/2016,16,9,3,9,0.0,2
2016.0,feb,2/1/2016,16,12,4,11,0.0,2
2016.0,feb,2/1/2016,16,13,4,11,0.0,2
2016.0,feb,2/1/2016,16,15,4,11,0.0,2
2016.0,feb,2/1/2016,16,19,4,11,0.0,2
2016.0,feb,2/1/2016,16,20,3,10,0.0,2
2016.0,feb,2/1/2016,16,22,4,11,0.0,2
2016.0,feb,2/1/2016,16,25,4,11,0.0,2
2016.0,feb,2/1/2016,16,26,4,11,0.0,2
2016.0,feb,2/1/2016,16,28,4,11,0.0,2
2016.0,feb,2/1/2016,16,33,4,11,0.0,2
2016.0,feb,2/1/2016,16,31,0,0,0.0,1
2016.0,feb,2/1/2016,16,38,0,0,0.0,1
2016.0,feb,2/1/2016,16,39,2,8,0.0,0
2016.0,feb,2/1/2016,16,40,2,7,0.0,0
2016.0,feb,2/1/2016,16,43,0,1,0.0,1
2016.0,feb,2/1/2016,16,50,4,11,0.0,0
2016.0,feb,2/1/2016,16,51,4,11,0.0,0
2016.0,feb,2/1/2016,16,55,4,11,0.0,0
2016.0,feb,2/1/2016,16,58,1,2,0.0,1
2016.0,feb,2/1/2016,16,59,1,5,0.0,1
2016.0,feb,2/1/2016,16,60,1,4,0.0,1
2016.0,feb,2/1/2016,16,61,4,11,0.0,0
2016.0,feb,2/1/2016,16,69,4,11,0.0,0
2016.0,feb,2/1/2016,16,70,4,11,0.0,0
2016.0,feb,2/1/2016,17,2,4,11,0.0,2
2016.0,feb,2/1/2016,17,9,3,9,0.0,2
2016.0,feb,2/1/2016,17,26,4,11,0.0,2
2016.0,feb,2/1/2016,17,33,4,11,0.0,2
2016.0,feb,2/1/2016,17,31,0,0,0.0,1
2016.0,feb,2/1/2016,17,39,2,8,0.0,0
2016.0,feb,2/1/2016,17,40,2,7,0.0,0
2016.0,feb,2/1/2016,19,0,4,11,0.0,2
2016.0,feb,2/1/2016,19,1,4,11,1.0,2
2016.0,feb,2/1/2016,19,2,4,11,0.0,2
2016.0,feb,2/1/2016,19,3,4,11,0.0,2
2016.0,feb,2/1/2016,19,5,4,11,0.0,2
2016.0,feb,2/1/2016,19,9,3,9,0.0,2
2016.0,feb,2/1/2016,19,10,4,11,0.0,2
2016.0,feb,2/1/2016,19,12,4,11,0.0,2
2016.0,feb,2/1/2016,19,13,4,11,0.0,2
2016.0,feb,2/1/2016,19,15,4,11,0.0,2
2016.0,feb,2/1/2016,19,16,4,11,0.0,2
2016.0,feb,2/1/2016,19,19,4,11,0.0,2
2016.0,feb,2/1/2016,19,18,1,6,0.0,1
2016.0,feb,2/1/2016,19,22,4,11,0.0,2
2016.0,feb,2/1/2016,19,23,4,11,0.0,2
2016.0,feb,2/1/2016,19,24,4,11,0.0,2
2016.0,feb,2/1/2016,19,25,4,11,0.0,2
2016.0,feb,2/1/2016,19,26,4,11,0.0,2
2016.0,feb,2/1/2016,19,27,4,11,0.0,2
2016.0,feb,2/1/2016,19,33,4,11,0.0,2
2016.0,feb,2/1/2016,19,31,0,0,78.0,1
2016.0,feb,2/1/2016,19,32,0,0,0.0,1
2016.0,feb,2/1/2016,19,34,4,11,0.0,2
2016.0,feb,2/1/2016,19,36,4,11,0.0,0
2016.0,feb,2/1/2016,19,38,0,0,1.0,1
2016.0,feb,2/1/2016,19,39,2,8,0.0,0
2016.0,feb,2/1/2016,19,40,2,7,7.0,0
2016.0,feb,2/1/2016,19,45,0,0,0.0,1
2016.0,feb,2/1/2016,19,50,4,11,0.0,0
2016.0,feb,2/1/2016,19,51,4,11,0.0,0
2016.0,feb,2/1/2016,19,58,1,2,0.0,1
2016.0,feb,2/1/2016,19,59,1,5,0.0,1
2016.0,feb,2/1/2016,19,60,1,4,0.0,1
2016.0,feb,2/1/2016,19,62,4,11,0.0,0
2016.0,feb,2/1/2016,19,61,4,11,0.0,0
2016.0,feb,2/1/2016,19,63,4,11,0.0,0
2016.0,feb,2/1/2016,19,65,4,11,0.0,0
2016.0,feb,2/1/2016,19,66,4,11,0.0,0
2016.0,feb,2/1/2016,19,67,4,11,0.0,0
2016.0,feb,2/1/2016,19,69,4,11,0.0,0
2016.0,feb,2/1/2016,19,70,4,11,0.0,0
2016.0,feb,2/1/2016,19,71,4,11,0.0,0
2016.0,feb,2/1/2016,21,2,4,11,0.0,2
2016.0,feb,2/1/2016,21,9,3,9,0.0,2
2016.0,feb,2/1/2016,21,19,4,11,0.0,2
2016.0,feb,2/1/2016,21,26,4,11,0.0,2
2016.0,feb,2/1/2016,21,33,4,11,0.0,2
2016.0,feb,2/1/2016,21,31,0,0,0.0,1
2016.0,feb,2/1/2016,21,32,0,0,0.0,1
2016.0,feb,2/1/2016,21,39,2,8,0.0,0
2016.0,feb,2/1/2016,21,40,2,7,1.0,0
2016.0,feb,2/1/2016,21,45,0,0,0.0,1
2016.0,feb,2/1/2016,21,54,4,11,0.0,0
2016.0,feb,2/1/2016,21,59,1,5,0.0,1
2016.0,feb,2/1/2016,21,66,4,11,0.0,0
2016.0,feb,2/1/2016,18,0,4,11,0.0,2
2016.0,feb,2/1/2016,18,1,4,11,0.0,2
2016.0,feb,2/1/2016,18,2,4,11,0.0,2
2016.0,feb,2/1/2016,18,5,4,11,0.0,2
2016.0,feb,2/1/2016,18,9,3,9,0.0,2
2016.0,feb,2/1/2016,18,13,4,11,0.0,2
2016.0,feb,2/1/2016,18,15,4,11,0.0,2
2016.0,feb,2/1/2016,18,16,4,11,0.0,2
2016.0,feb,2/1/2016,18,20,3,10,0.0,2
2016.0,feb,2/1/2016,18,18,1,6,40.0,1
2016.0,feb,2/1/2016,18,17,1,3,1.0,1
2016.0,feb,2/1/2016,18,22,4,11,0.0,2
2016.0,feb,2/1/2016,18,23,4,11,0.0,2
2016.0,feb,2/1/2016,18,26,4,11,0.0,2
2016.0,feb,2/1/2016,18,27,4,11,0.0,2
2016.0,feb,2/1/2016,18,33,4,11,0.0,2
2016.0,feb,2/1/2016,18,31,0,0,3.0,1
2016.0,feb,2/1/2016,18,38,0,0,0.0,1
2016.0,feb,2/1/2016,18,39,2,8,0.0,0
2016.0,feb,2/1/2016,18,40,2,7,0.0,0
2016.0,feb,2/1/2016,18,47,3,9,0.0,0
2016.0,feb,2/1/2016,18,50,4,11,0.0,0
2016.0,feb,2/1/2016,18,55,4,11,0.0,0
2016.0,feb,2/1/2016,18,58,1,2,0.0,1
2016.0,feb,2/1/2016,18,59,1,5,0.0,1
2016.0,feb,2/1/2016,18,64,4,11,0.0,0
2016.0,feb,2/1/2016,18,65,4,11,0.0,0
2016.0,feb,2/1/2016,18,66,4,11,0.0,0
2016.0,feb,2/1/2016,18,71,4,11,0.0,0
2016.0,feb,2/1/2016,22,9,3,9,0.0,2
2016.0,feb,2/1/2016,22,13,4,11,0.0,2
2016.0,feb,2/1/2016,22,19,4,11,0.0,2
2016.0,feb,2/1/2016,22,22,4,11,0.0,2
2016.0,feb,2/1/2016,22,26,4,11,0.0,2
2016.0,feb,2/1/2016,22,33,4,11,0.0,2
2016.0,feb,2/1/2016,22,31,0,0,0.0,1
2016.0,feb,2/1/2016,22,38,0,0,0.0,1
2016.0,feb,2/1/2016,22,39,2,8,0.0,0
2016.0,feb,2/1/2016,22,40,2,7,0.0,0
2016.0,feb,2/1/2016,22,43,0,1,0.0,1
2016.0,feb,2/1/2016,22,59,1,5,0.0,1
2016.0,feb,2/1/2016,23,1,4,11,0.0,2
2016.0,feb,2/1/2016,23,2,4,11,0.0,2
2016.0,feb,2/1/2016,23,9,3,9,0.0,2
2016.0,feb,2/1/2016,23,13,4,11,0.0,2
2016.0,feb,2/1/2016,23,14,4,11,0.0,2
2016.0,feb,2/1/2016,23,15,4,11,0.0,2
2016.0,feb,2/1/2016,23,26,4,11,0.0,2
2016.0,feb,2/1/2016,23,33,4,11,0.0,2
2016.0,feb,2/1/2016,23,31,0,0,0.0,1
2016.0,feb,2/1/2016,23,38,0,0,0.0,1
2016.0,feb,2/1/2016,23,39,2,8,0.0,0
2016.0,feb,2/1/2016,23,40,2,7,0.0,0
2016.0,feb,2/1/2016,23,59,1,5,0.0,1
2016.0,feb,2/1/2016,24,0,4,11,0.0,2
2016.0,feb,2/1/2016,24,1,4,11,0.0,2
2016.0,feb,2/1/2016,24,2,4,11,0.0,2
2016.0,feb,2/1/2016,24,5,4,11,0.0,2
2016.0,feb,2/1/2016,24,9,3,9,0.0,2
2016.0,feb,2/1/2016,24,13,4,11,0.0,2
2016.0,feb,2/1/2016,24,15,4,11,0.0,2
2016.0,feb,2/1/2016,24,19,4,11,0.0,2
2016.0,feb,2/1/2016,24,20,3,10,0.0,2
2016.0,feb,2/1/2016,24,21,4,11,0.0,2
2016.0,feb,2/1/2016,24,22,4,11,0.0,2
2016.0,feb,2/1/2016,24,26,4,11,0.0,2
2016.0,feb,2/1/2016,24,27,4,11,0.0,2
2016.0,feb,2/1/2016,24,30,2,8,0.0,0
2016.0,feb,2/1/2016,24,33,4,11,0.0,2
2016.0,feb,2/1/2016,24,31,0,0,1.0,1
2016.0,feb,2/1/2016,24,32,0,0,0.0,1
2016.0,feb,2/1/2016,24,38,0,0,0.0,1
2016.0,feb,2/1/2016,24,39,2,8,0.0,0
2016.0,feb,2/1/2016,24,40,2,7,0.0,0
2016.0,feb,2/1/2016,24,43,0,1,0.0,1
2016.0,feb,2/1/2016,24,46,3,9,0.0,0
2016.0,feb,2/1/2016,24,47,3,9,0.0,0
2016.0,feb,2/1/2016,24,50,4,11,0.0,0
2016.0,feb,2/1/2016,24,51,4,11,0.0,0
2016.0,feb,2/1/2016,24,58,1,2,0.0,1
2016.0,feb,2/1/2016,24,59,1,5,0.0,1
2016.0,feb,2/1/2016,24,63,4,11,0.0,0
2016.0,feb,2/1/2016,24,64,4,11,0.0,0
2016.0,feb,2/1/2016,24,66,4,11,0.0,0
2016.0,feb,2/1/2016,24,71,4,11,0.0,0
2016.0,feb,2/1/2016,26,0,4,11,0.0,2
2016.0,feb,2/1/2016,26,1,4,11,0.0,2
2016.0,feb,2/1/2016,26,2,4,11,0.0,2
2016.0,feb,2/1/2016,26,9,3,9,0.0,2
2016.0,feb,2/1/2016,26,15,4,11,0.0,2
2016.0,feb,2/1/2016,26,19,4,11,0.0,2
2016.0,feb,2/1/2016,26,20,3,10,0.0,2
2016.0,feb,2/1/2016,26,18,1,6,0.0,1
2016.0,feb,2/1/2016,26,21,4,11,0.0,2
2016.0,feb,2/1/2016,26,23,4,11,0.0,2
2016.0,feb,2/1/2016,26,26,4,11,0.0,2
2016.0,feb,2/1/2016,26,27,4,11,0.0,2
2016.0,feb,2/1/2016,26,33,4,11,0.0,2
2016.0,feb,2/1/2016,26,31,0,0,5.0,1
2016.0,feb,2/1/2016,26,38,0,0,0.0,1
2016.0,feb,2/1/2016,26,39,2,8,0.0,0
2016.0,feb,2/1/2016,26,40,2,7,0.0,0
2016.0,feb,2/1/2016,26,43,0,1,0.0,1
2016.0,feb,2/1/2016,26,46,3,9,0.0,0
2016.0,feb,2/1/2016,26,58,1,2,0.0,1
2016.0,feb,2/1/2016,26,59,1,5,1.0,1
2016.0,feb,2/1/2016,26,63,4,11,0.0,0
2016.0,feb,2/1/2016,26,65,4,11,0.0,0
2016.0,feb,2/1/2016,26,66,4,11,0.0,0
2016.0,feb,2/1/2016,26,67,4,11,0.0,0
2016.0,feb,2/1/2016,25,0,4,11,0.0,2
2016.0,feb,2/1/2016,25,1,4,11,0.0,2
2016.0,feb,2/1/2016,25,2,4,11,0.0,2
2016.0,feb,2/1/2016,25,9,3,9,0.0,2
2016.0,feb,2/1/2016,25,13,4,11,0.0,2
2016.0,feb,2/1/2016,25,20,3,10,0.0,2
2016.0,feb,2/1/2016,25,26,4,11,0.0,2
2016.0,feb,2/1/2016,25,27,4,11,0.0,2
2016.0,feb,2/1/2016,25,33,4,11,0.0,2
2016.0,feb,2/1/2016,25,31,0,0,0.0,1
2016.0,feb,2/1/2016,25,38,0,0,0.0,1
2016.0,feb,2/1/2016,25,39,2,8,0.0,0
2016.0,feb,2/1/2016,25,40,2,7,0.0,0
2016.0,feb,2/1/2016,25,46,3,9,0.0,0
2016.0,feb,2/1/2016,25,59,1,5,0.0,1
2016.0,feb,2/1/2016,25,63,4,11,0.0,0
2016.0,feb,2/1/2016,25,66,4,11,0.0,0
2016.0,feb,2/1/2016,27,0,4,11,0.0,2
2016.0,feb,2/1/2016,27,1,4,11,0.0,2
2016.0,feb,2/1/2016,27,2,4,11,0.0,2
2016.0,feb,2/1/2016,27,5,4,11,0.0,2
2016.0,feb,2/1/2016,27,9,3,9,0.0,2
2016.0,feb,2/1/2016,27,10,4,11,0.0,2
2016.0,feb,2/1/2016,27,13,4,11,0.0,2
2016.0,feb,2/1/2016,27,15,4,11,0.0,2
2016.0,feb,2/1/2016,27,16,4,11,0.0,2
2016.0,feb,2/1/2016,27,19,4,11,0.0,2
2016.0,feb,2/1/2016,27,20,3,10,0.0,2
2016.0,feb,2/1/2016,27,18,1,6,268.0,1
2016.0,feb,2/1/2016,27,21,4,11,0.0,2
